"enrollee_id","city","city_development_index","gender","relevant_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target","quality","na_count"
19070,"city_16",0.91,"Female","No","Full-Time","High School","Other","3","Unknown","Other","never",122,"Target.No",4,4
19368,"city_103",0.92,"Male","Yes","No","Graduate","Other","10","100-500","Pvt Ltd",">4",10,"Target.No",0,0
29696,"city_103",0.92,"Male","Yes","No","Graduate","Other","3","Unknown","Other","2",22,"Target.Yes",2,2
25744,"city_16",0.91,"Missing","No","No","High School","Other","5","Unknown","Other","never",111,"Target.No",4,4
17036,"city_94",0.698,"Male","Yes","No","Graduate","STEM","5","Unknown","Other",">4",112,"Target.Yes",2,2
32023,"city_103",0.92,"Female","No","No","Graduate","STEM","3","Unknown","Other",">4",108,"Target.Yes",2,2
28294,"city_16",0.91,"Male","Yes","No","Masters","STEM","14","<10","Pvt Ltd","4",88,"Target.No",0,0
26998,"city_114",0.926,"Male","No","Full-Time","High School","Other","2","10000+","Pvt Ltd","2",11,"Target.No",1,1
9553,"city_21",0.624,"Female","Yes","No","Graduate","STEM","8","1000-4999","Pvt Ltd","2",220,"Target.Yes",1,0
8134,"city_21",0.624,"Missing","Yes","No","Graduate","STEM","4","50-99","Pvt Ltd","1",140,"Target.No",1,1
1896,"city_144",0.84,"Male","Yes","No","Masters","STEM","10","Unknown","Pvt Ltd","4",69,"Target.No",1,1
20177,"city_103",0.92,"Male","No","No","Graduate","STEM",">20","Unknown","Other",">4",16,"Target.No",2,2
9146,"city_16",0.91,"Male","Yes","No","Graduate","STEM",">20","<10","Pvt Ltd",">4",300,"Target.No",2,0
31116,"city_21",0.624,"Male","No","Full-Time","Graduate","STEM","4","Unknown","Pvt Ltd","never",28,"Target.No",1,1
13287,"city_103",0.92,"Male","No","Full-Time","Graduate","STEM","7","Unknown","Other","never",45,"Target.Yes",2,2
18458,"city_103",0.92,"Male","Yes","No","Graduate","STEM","10","50-99","Early Stage Startup","2",67,"Target.No",0,0
24343,"city_64",0.666,"Male","Yes","No","Graduate","STEM","14","10-49","Pvt Ltd","1",39,"Target.No",0,0
1340,"city_160",0.92,"Male","Yes","No","Graduate","STEM",">20","Unknown","Other","1",218,"Target.No",3,2
4527,"city_160",0.92,"Male","Yes","Full-Time","Graduate","Other","5","10000+","Pvt Ltd","2",109,"Target.No",2,2
10807,"city_104",0.924,"Male","Yes","No","Graduate","STEM",">20","50-99","Pvt Ltd",">4",15,"Target.No",0,0
5414,"city_71",0.884,"Male","Yes","Full-Time","High School","Other","8","Unknown","Other","never",74,"Target.No",3,3
29134,"city_104",0.924,"Missing","Yes","No","Masters","STEM","14","50-99","Pvt Ltd",">4",43,"Target.No",1,1
3552,"city_114",0.926,"Male","Yes","No","High School","Other","16","<10","Pvt Ltd","never",66,"Target.No",1,1
3886,"city_160",0.92,"Male","No","Full-Time","High School","Other","5","Unknown","Pvt Ltd","never",212,"Target.No",3,2
13053,"city_11",0.55,"Missing","Yes","No","Graduate","STEM","6","10-49","Pvt Ltd","1",45,"Target.Yes",1,1
12229,"city_28",0.939,"Missing","Yes","No","Masters","STEM","17","1000-4999","Pvt Ltd","1",22,"Target.No",1,1
3154,"city_67",0.855,"Male","Yes","Part-Time","Graduate","STEM","6","100-500","Pvt Ltd","1",98,"Target.No",0,0
17332,"city_114",0.926,"Male","Yes","No","Masters","STEM","3","100-500","Funded Startup","1",19,"Target.No",0,0
21524,"city_21",0.624,"Male","No","No","Graduate","Other","4","10000+","Pvt Ltd","2",102,"Target.Yes",0,0
1524,"city_103",0.92,"Male","Yes","No","Graduate","STEM","10","1000-4999","Pvt Ltd","2",23,"Target.No",0,0
27737,"city_103",0.92,"Male","Yes","No","Graduate","Other",">20","Unknown","Other",">4",110,"Target.Yes",2,2
31520,"city_67",0.855,"Male","No","Full-Time","High School","Other","2","10000+","Pvt Ltd","1",7,"Target.No",1,1
31178,"city_102",0.804,"Male","Yes","Full-Time","High School","Other","5","100-500","Pvt Ltd","1",79,"Target.No",1,1
4712,"city_67",0.855,"Female","Yes","Part-Time","Graduate","STEM","5","10-49","Early Stage Startup","1",48,"Target.No",0,0
23483,"city_23",0.899,"Male","Yes","Part-Time","Graduate","Other","2","500-999","Pvt Ltd","1",52,"Target.No",2,2
30227,"city_16",0.91,"Male","Yes","No","Graduate","STEM","7","50-99","Pvt Ltd","2",99,"Target.No",0,0
17146,"city_103",0.92,"Male","Yes","No","Graduate","STEM","11","Unknown","Other","1",30,"Target.Yes",2,2
1961,"city_21",0.624,"Missing","No","Full-Time","Graduate","STEM","7","Unknown","Pvt Ltd","never",51,"Target.No",2,2
18582,"city_83",0.923,"Male","Yes","No","Masters","STEM","9","10000+","Pvt Ltd","4",170,"Target.No",0,0
5697,"city_61",0.913,"Female","Yes","No","Graduate","STEM",">20","100-500","Other","1",9,"Target.No",1,1
27970,"city_33",0.448,"Male","No","No","Graduate","STEM","1","Unknown","Other","never",73,"Target.Yes",3,2
30763,"city_21",0.624,"Male","Yes","No","Graduate","STEM","6","50-99","Funded Startup","1",17,"Target.Yes",0,0
3074,"city_160",0.92,"Male","Yes","No","Graduate","STEM",">20","10-49","Funded Startup","1",20,"Target.No",0,0
18577,"city_21",0.624,"Missing","Yes","No","Masters","STEM","12","100-500","Pvt Ltd","2",62,"Target.Yes",1,1
26667,"city_103",0.92,"Male","Yes","No","Graduate","STEM","16","10000+","Pvt Ltd","2",17,"Target.Yes",0,0
22702,"city_65",0.802,"Male","No","Full-Time","Graduate","STEM","6","Unknown","Other","1",40,"Target.No",2,2
26444,"city_149",0.689,"Missing","Yes","Full-Time","Masters","STEM","3","10-49","Public Sector",">4",56,"Target.Yes",1,1
1664,"city_21",0.624,"Missing","No","No","Masters","STEM","5","Unknown","Public Sector","2",141,"Target.Yes",2,2
29610,"city_21",0.624,"Missing","No","Full-Time","Graduate","STEM","4","Unknown","Other","1",45,"Target.Yes",3,3
27478,"city_103",0.92,"Male","No","No","Graduate","Other","19","Unknown","Other","1",64,"Target.Yes",2,2
4296,"city_71",0.884,"Male","Yes","No","Phd","STEM",">20","10-49","Funded Startup",">4",58,"Target.No",0,0
32501,"city_21",0.624,"Missing","No","No","Masters","STEM","9","Unknown","Pvt Ltd","1",11,"Target.No",2,2
18350,"city_21",0.624,"Missing","Yes","Full-Time","Graduate","STEM","5","50-99","Pvt Ltd","1",20,"Target.Yes",2,2
14437,"city_152",0.698,"Missing","No","Full-Time","Graduate","STEM","4","Unknown","Other","1",17,"Target.Yes",4,4
13234,"city_19",0.682,"Missing","Yes","No","Graduate","STEM","12","50-99","Early Stage Startup",">4",25,"Target.Yes",1,1
29233,"city_103",0.92,"Male","No","No","Graduate","STEM","5","50-99","Pvt Ltd","3",5,"Target.No",0,0
25771,"city_114",0.926,"Male","No","Full-Time","Masters","Other","8","10000+","Public Sector","4",134,"Target.No",0,0
18784,"city_16",0.91,"Male","No","Full-Time","Masters","STEM","11","5000-9999","NGO",">4",90,"Target.No",0,0
21160,"city_13",0.827,"Male","No","Full-Time","Graduate","STEM","5","Unknown","Other","1",77,"Target.Yes",2,2
24527,"city_90",0.698,"Male","Yes","No","Graduate","STEM","9","Unknown","Other","1",130,"Target.No",2,2
28497,"city_21",0.624,"Male","Yes","No","Graduate","STEM","10","50-99","Pvt Ltd","1",46,"Target.Yes",0,0
27270,"city_46",0.762,"Male","Yes","No","Masters","STEM","6","Unknown","Other","never",21,"Target.No",2,2
9675,"city_114",0.926,"Male","Yes","No","Masters","Other",">20","100-500","Pvt Ltd","1",154,"Target.No",0,0
2728,"city_90",0.698,"Missing","Yes","Part-Time","Graduate","STEM","5","100-500","Pvt Ltd","1",29,"Target.No",1,1
7149,"city_136",0.897,"Male","Yes","No","Graduate","STEM",">20","50-99","Pvt Ltd",">4",61,"Target.No",0,0
17089,"city_136",0.897,"Missing","No","Full-Time","Graduate","STEM","6","Unknown","Other","never",320,"Target.No",5,3
4096,"city_73",0.754,"Male","Yes","No","Graduate","STEM",">20","50-99","Pvt Ltd","3",124,"Target.No",0,0
29066,"city_158",0.766,"Male","No","No","Graduate","STEM","1","Unknown","Other","never",19,"Target.Yes",2,2
16139,"city_114",0.926,"Male","Yes","No","Graduate","Other","5","10-49","Pvt Ltd","4",11,"Target.No",0,0
19893,"city_106",0.698,"Male","Yes","No","Masters","STEM","6","Unknown","Other","1",98,"Target.Yes",2,2
26297,"city_21",0.624,"Male","Yes","No","Graduate","STEM","9","<10","Early Stage Startup","2",54,"Target.Yes",0,0
29439,"city_103",0.92,"Male","Yes","No","Graduate","Other","12","500-999","Funded Startup","1",121,"Target.No",0,0
14554,"city_21",0.624,"Male","Yes","Full-Time","Masters","STEM","3","50-99","Pvt Ltd","1",100,"Target.Yes",0,0
23067,"city_103",0.92,"Male","Yes","No","Graduate","STEM","11","1000-4999","Pvt Ltd","2",41,"Target.No",0,0
16502,"city_21",0.624,"Male","No","No","Graduate","STEM","6","Unknown","Other","never",36,"Target.No",2,2
4860,"city_57",0.866,"Male","Yes","No","Phd","STEM","20","10000+","Pvt Ltd",">4",61,"Target.No",0,0
7556,"city_40",0.776,"Male","No","Full-Time","Graduate","STEM","5","Unknown","Other","1",330,"Target.No",4,2
7302,"city_114",0.926,"Male","Yes","No","Graduate","STEM","5","100-500","Pvt Ltd","3",15,"Target.No",0,0
33278,"city_21",0.624,"Male","Yes","Part-Time","Graduate","STEM","6","<10","Pvt Ltd","never",236,"Target.No",1,0
17057,"city_103",0.92,"Male","Yes","Full-Time","Graduate","STEM","6","500-999","Pvt Ltd","2",4,"Target.No",0,0
380,"city_103",0.92,"Male","Yes","No","Graduate","STEM","20","5000-9999","Pvt Ltd","1",110,"Target.No",0,0
30615,"city_14",0.698,"Male","No","Full-Time","High School","Other","7","Unknown","Pvt Ltd","never",6,"Target.No",2,2
21542,"city_136",0.897,"Male","Yes","No","Masters","STEM","3","100-500","Funded Startup","1",59,"Target.No",0,0
1149,"city_46",0.762,"Missing","No","No","Graduate","STEM","4","1000-4999","Other","2",83,"Target.No",2,2
2267,"city_10",0.895,"Male","Yes","Part-Time","High School","Other","13","50-99","Pvt Ltd","2",172,"Target.No",1,1
14475,"city_114",0.926,"Missing","Yes","No","Graduate","Other",">20","1000-4999","Pvt Ltd","never",123,"Target.No",3,3
30465,"city_21",0.624,"Male","No","No","Graduate","STEM","9","Unknown","Other","3",174,"Target.No",2,2
31327,"city_65",0.802,"Male","Yes","No","Graduate","STEM","18","Unknown","Other","1",130,"Target.No",2,2
10531,"city_71",0.884,"Missing","Yes","Part-Time","Graduate","STEM","17","10000+","Pvt Ltd","1",184,"Target.No",1,1
31134,"city_16",0.91,"Male","No","No","Graduate","STEM",">20","50-99","Pvt Ltd",">4",278,"Target.No",1,0
13594,"city_21",0.624,"Missing","Yes","No","Graduate","STEM","4","50-99","Pvt Ltd","2",112,"Target.Yes",1,1
30363,"city_160",0.92,"Male","Yes","No","Graduate","STEM",">20","500-999","Public Sector",">4",94,"Target.No",0,0
8282,"city_142",0.727,"Missing","Yes","Part-Time","Masters","STEM","8","100-500","Pvt Ltd",">4",11,"Target.No",1,1
19993,"city_73",0.754,"Male","No","No","High School","Other","6","100-500","Public Sector","never",100,"Target.No",1,1
10236,"city_114",0.926,"Missing","No","No","Masters","STEM",">20","10000+","Pvt Ltd",">4",5,"Target.No",1,1
30818,"city_114",0.926,"Male","No","Full-Time","High School","Other","9","Unknown","Other","never",122,"Target.No",3,3
30163,"city_103",0.92,"Male","Yes","No","Graduate","STEM",">20","Unknown","Other",">4",25,"Target.No",2,2
10094,"city_103",0.92,"Male","Yes","No","Graduate","STEM","10","1000-4999","Public Sector",">4",24,"Target.No",0,0
32500,"city_21",0.624,"Missing","Yes","No","Masters","STEM","18","5000-9999","NGO","4",80,"Target.Yes",1,1
3008,"city_103",0.92,"Missing","Yes","No","Graduate","STEM","10","Unknown","Other","1",16,"Target.Yes",3,3
8069,"city_45",0.89,"Male","Yes","No","High School","Other","14","50-99","Pvt Ltd","2",39,"Target.No",1,1
1844,"city_76",0.698,"Male","Yes","No","Graduate","STEM","6","50-99","Pvt Ltd","1",100,"Target.No",0,0
29775,"city_103",0.92,"Missing","Yes","No","Masters","STEM","3","500-999","Pvt Ltd","1",50,"Target.No",1,1
9951,"city_103",0.92,"Missing","Yes","Part-Time","Graduate","STEM","16","1000-4999","NGO","1",152,"Target.No",1,1
32410,"city_21",0.624,"Male","Yes","Full-Time","Graduate","STEM","3","50-99","Pvt Ltd","1",86,"Target.No",0,0
989,"city_103",0.92,"Missing","Yes","No","Graduate","STEM","14","Unknown","Other",">4",25,"Target.Yes",3,3
21561,"city_21",0.624,"Male","Yes","Full-Time","Masters","STEM","13","50-99","Other","1",24,"Target.Yes",1,1
31411,"city_23",0.899,"Other","Yes","No","Graduate","Other","9","Unknown","Other","1",42,"Target.No",4,4
8984,"city_103",0.92,"Female","Yes","No","Graduate","STEM","3","10000+","Pvt Ltd","1",25,"Target.No",0,0
29839,"city_103",0.92,"Female","Yes","No","Graduate","Other","<1","Unknown","Other","1",42,"Target.Yes",2,2
25080,"city_16",0.91,"Missing","Yes","No","Graduate","STEM",">20","500-999","Pvt Ltd","4",320,"Target.No",3,1
14423,"city_103",0.92,"Missing","No","Full-Time","Graduate","STEM","3","50-99","Other","1",70,"Target.Yes",2,2
5690,"city_67",0.855,"Male","Yes","No","Graduate","STEM","11","Unknown","Other","4",109,"Target.Yes",2,2
6391,"city_160",0.92,"Missing","Yes","No","Graduate","STEM",">20","<10","Pvt Ltd","2",15,"Target.No",1,1
19589,"city_73",0.754,"Female","Yes","No","Graduate","STEM","12","100-500","Other","1",222,"Target.No",2,1
436,"city_11",0.55,"Missing","No","Part-Time","Graduate","STEM","4","Unknown","Other","1",4,"Target.No",4,4
118,"city_10",0.895,"Male","Yes","No","Masters","STEM",">20","Unknown","Other","1",111,"Target.No",2,2
27729,"city_103",0.92,"Male","Yes","No","Graduate","STEM","10","5000-9999","Other","1",172,"Target.No",0,0
30482,"city_21",0.624,"Male","Yes","Full-Time","Graduate","STEM","7","Unknown","Other","1",32,"Target.No",2,2
26044,"city_99",0.915,"Male","Yes","Full-Time","High School","Other","10","10000+","Pvt Ltd","1",89,"Target.No",1,1
9802,"city_84",0.698,"Male","No","Full-Time","High School","Other","5","Unknown","Other","1",4,"Target.No",3,3
24242,"city_16",0.91,"Male","No","No","Graduate","Other","2","Unknown","Other","2",266,"Target.No",3,2
29715,"city_71",0.884,"Male","Yes","No","Masters","STEM","9","100-500","Pvt Ltd","1",47,"Target.No",0,0
32069,"city_16",0.91,"Male","Yes","No","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",102,"Target.No",0,0
28389,"city_114",0.926,"Male","No","Full-Time","Graduate","STEM","4","50-99","Funded Startup","1",23,"Target.No",0,0
6567,"city_67",0.855,"Male","Yes","No","Masters","STEM","11","100-500","Pvt Ltd","1",56,"Target.No",0,0
28499,"city_21",0.624,"Male","Yes","No","Graduate","STEM","10","50-99","Pvt Ltd",">4",38,"Target.No",0,0
8599,"city_160",0.92,"Male","Yes","No","Graduate","STEM","7","100-500","Funded Startup","2",11,"Target.No",0,0
101,"city_136",0.897,"Male","Yes","No","Masters","STEM","19","10-49","Funded Startup","3",12,"Target.No",0,0
12421,"city_21",0.624,"Male","Yes","No","Masters","STEM","17","10-49","Pvt Ltd","1",48,"Target.Yes",0,0
1415,"city_16",0.91,"Male","Yes","No","Phd","STEM",">20","<10","Early Stage Startup","2",26,"Target.No",0,0
25826,"city_114",0.926,"Male","Yes","No","Graduate","STEM","9","500-999","Pvt Ltd","4",54,"Target.No",0,0
21867,"city_179",0.512,"Male","Yes","No","Masters","STEM","9","50-99","Pvt Ltd","1",68,"Target.No",0,0
14061,"city_103",0.92,"Male","No","Full-Time","High School","Other","8","Unknown","Other","1",79,"Target.No",3,3
17121,"city_73",0.754,"Male","No","Full-Time","High School","Other","11","50-99","Public Sector",">4",40,"Target.No",1,1
10998,"city_136",0.897,"Male","Yes","No","Masters","STEM","6","10-49","Funded Startup","2",146,"Target.No",0,0
30623,"city_21",0.624,"Male","No","No","Graduate","STEM","7","100-500","Pvt Ltd",">4",84,"Target.No",0,0
5347,"city_127",0.745,"Missing","No","Full-Time","Graduate","STEM","6","Unknown","Pvt Ltd","never",50,"Target.No",2,2
29466,"city_103",0.92,"Missing","No","No","High School","Other","2","Unknown","Other","never",37,"Target.No",4,4
15631,"city_136",0.897,"Male","No","No","Masters","Other","<1","Unknown","Other","2",50,"Target.Yes",2,2
10415,"city_75",0.939,"Female","Yes","No","Masters","STEM",">20","1000-4999","Other","1",56,"Target.No",1,1
24593,"city_67",0.855,"Missing","Yes","Part-Time","Graduate","STEM","6","1000-4999","Pvt Ltd","never",39,"Target.No",1,1
4643,"city_21",0.624,"Missing","No","No","Primary School","Other","<1","Unknown","Pvt Ltd","never",150,"Target.Yes",3,3
23615,"city_50",0.896,"Male","No","Part-Time","High School","Other","6","Unknown","Other","1",43,"Target.No",3,3
4611,"city_23",0.899,"Male","Yes","No","Graduate","STEM","17","Unknown","Other","never",33,"Target.No",2,2
6780,"city_46",0.762,"Male","Yes","No","Graduate","STEM","14","1000-4999","Pvt Ltd","3",77,"Target.Yes",0,0
158,"city_21",0.624,"Male","Yes","No","Masters","STEM","4","100-500","Pvt Ltd","1",92,"Target.Yes",0,0
2554,"city_16",0.91,"Missing","Yes","No","Graduate","STEM","8","100-500","NGO","1",86,"Target.No",1,1
8021,"city_71",0.884,"Male","Yes","No","Graduate","STEM","7","Unknown","Other","2",45,"Target.Yes",2,2
27997,"city_103",0.92,"Female","Yes","No","Graduate","Other","4","50-99","Funded Startup","1",162,"Target.No",0,0
20252,"city_103",0.92,"Male","Yes","No","Masters","STEM","10","<10","Pvt Ltd","1",28,"Target.No",0,0
14130,"city_138",0.836,"Male","Yes","No","High School","Other","10","50-99","Pvt Ltd","never",150,"Target.No",1,1
10425,"city_149",0.689,"Male","Yes","No","Graduate","STEM","5","50-99","Pvt Ltd","1",12,"Target.No",0,0
9355,"city_136",0.897,"Male","No","Full-Time","Graduate","STEM","11","Unknown","Other","1",156,"Target.Yes",2,2
32863,"city_103",0.92,"Male","No","No","Graduate","Other",">20","100-500","Funded Startup","3",23,"Target.No",0,0
8725,"city_82",0.693,"Male","Yes","No","Graduate","STEM","3","<10","Pvt Ltd","1",51,"Target.No",1,1
6542,"city_36",0.893,"Male","Yes","No","Masters","STEM","17","1000-4999","NGO","1",13,"Target.No",0,0
26970,"city_114",0.926,"Male","Yes","No","High School","Other","14","<10","Pvt Ltd","2",77,"Target.No",1,1
26258,"city_103",0.92,"Female","Yes","No","Graduate","STEM","20","Unknown","Other",">4",20,"Target.Yes",2,2
10891,"city_23",0.899,"Male","Yes","No","Graduate","STEM","20","500-999","Pvt Ltd",">4",15,"Target.No",0,0
26375,"city_103",0.92,"Male","No","No","High School","Other","5","Unknown","Other","never",15,"Target.No",3,3
20651,"city_21",0.624,"Female","Yes","No","Masters","STEM","3","1000-4999","NGO","1",6,"Target.Yes",0,0
33307,"city_136",0.897,"Male","Yes","No","Masters","STEM","7","100-500","Pvt Ltd","4",45,"Target.No",0,0
5614,"city_21",0.624,"Missing","Yes","No","Graduate","STEM","4","10000+","Pvt Ltd","1",28,"Target.Yes",1,1
6062,"city_160",0.92,"Missing","Yes","No","Masters","STEM",">20","5000-9999","Pvt Ltd","1",22,"Target.No",1,1
23912,"city_67",0.855,"Male","No","No","Masters","Other","<1","Unknown","Other","2",59,"Target.No",2,2
8303,"city_13",0.827,"Female","Yes","No","Masters","STEM","6","100-500","Pvt Ltd","1",130,"Target.No",0,0
16686,"city_16",0.91,"Missing","Yes","Full-Time","Graduate","STEM","14","10000+","Pvt Ltd","never",9,"Target.No",1,1
3157,"city_103",0.92,"Male","Yes","No","Masters","Other","5","50-99","Pvt Ltd","1",198,"Target.No",1,0
25009,"city_28",0.939,"Male","No","No","Graduate","STEM","2","10000+","Pvt Ltd","1",40,"Target.No",0,0
7919,"city_83",0.923,"Missing","Yes","No","Graduate","STEM","6","<10","Pvt Ltd","1",260,"Target.No",2,1
27274,"city_102",0.804,"Male","Yes","No","Graduate","STEM","11","Unknown","Other","1",96,"Target.Yes",2,2
7932,"city_21",0.624,"Male","Yes","Part-Time","Graduate","STEM","7","100-500","Pvt Ltd","2",17,"Target.No",0,0
5558,"city_152",0.698,"Missing","Yes","Full-Time","Graduate","STEM","9","<10","Pvt Ltd",">4",9,"Target.No",1,1
15033,"city_71",0.884,"Male","Yes","No","Masters","STEM","4","500-999","Public Sector","2",41,"Target.No",0,0
8037,"city_41",0.827,"Male","Yes","No","Graduate","STEM","14","Unknown","Other","1",109,"Target.No",2,2
17934,"city_23",0.899,"Male","No","Full-Time","Primary School","Other","3","Unknown","Other","2",58,"Target.No",3,3
10122,"city_162",0.767,"Missing","No","Full-Time","Graduate","STEM","3","Unknown","NGO","never",168,"Target.Yes",2,2
11389,"city_160",0.92,"Male","No","No","Masters","Other",">20","50-99","Pvt Ltd",">4",118,"Target.No",0,0
11881,"city_160",0.92,"Female","Yes","No","Graduate","STEM","11","50-99","Pvt Ltd",">4",45,"Target.No",0,0
25280,"city_16",0.91,"Missing","No","No","Primary School","Other","3","Unknown","Other","never",141,"Target.No",4,4
11996,"city_21",0.624,"Missing","No","No","Graduate","STEM","5","10000+","Pvt Ltd","2",36,"Target.No",1,1
10786,"city_103",0.92,"Male","Yes","No","Masters","Other","18","5000-9999","Other",">4",52,"Target.No",0,0
1207,"city_114",0.926,"Male","Yes","No","High School","Other","13","100-500","Pvt Ltd",">4",118,"Target.No",1,1
18636,"city_11",0.55,"Male","Yes","No","Masters","STEM","17","1000-4999","Public Sector",">4",107,"Target.No",0,0
20704,"city_21",0.624,"Missing","Yes","No","Graduate","STEM","6","10-49","Other","never",26,"Target.No",2,2
14386,"city_21",0.624,"Female","No","Full-Time","Graduate","STEM","4","Unknown","Other","never",102,"Target.Yes",2,2
5915,"city_16",0.91,"Male","Yes","Full-Time","Graduate","STEM","17","100-500","Pvt Ltd",">4",26,"Target.No",0,0
28076,"city_103",0.92,"Female","Yes","No","Masters","STEM",">20","Unknown","Other","1",64,"Target.Yes",2,2
8449,"city_67",0.855,"Male","Yes","No","Masters","STEM","7","100-500","Pvt Ltd","2",8,"Target.No",0,0
6248,"city_53",0.74,"Missing","Yes","No","Graduate","STEM","10","1000-4999","Pvt Ltd",">4",242,"Target.No",2,1
28982,"city_75",0.939,"Male","Yes","No","Graduate","STEM","16","10000+","Pvt Ltd","3",28,"Target.No",0,0
11428,"city_173",0.878,"Male","Yes","No","Masters","STEM","15","Unknown","Other","1",322,"Target.No",4,2
33336,"city_103",0.92,"Male","No","Part-Time","Graduate","STEM","3","Unknown","Other","1",43,"Target.No",2,2
8705,"city_103",0.92,"Male","Yes","No","Graduate","STEM",">20","500-999","Public Sector","3",52,"Target.Yes",0,0
12044,"city_71",0.884,"Missing","Yes","No","Masters","STEM","12","Unknown","Other",">4",19,"Target.Yes",3,3
5003,"city_160",0.92,"Male","Yes","No","Graduate","STEM",">20","500-999","Pvt Ltd",">4",9,"Target.No",0,0
2711,"city_57",0.866,"Male","Yes","Full-Time","Graduate","STEM","8","<10","Pvt Ltd","2",288,"Target.No",2,0
717,"city_103",0.92,"Male","Yes","No","Graduate","STEM",">20","Unknown","Pvt Ltd",">4",41,"Target.Yes",1,1
9194,"city_21",0.624,"Missing","Yes","No","Graduate","STEM","7","10000+","Pvt Ltd","1",123,"Target.No",1,1
20896,"city_136",0.897,"Male","Yes","No","Masters","STEM","5","50-99","Pvt Ltd","1",84,"Target.No",0,0
17142,"city_160",0.92,"Female","No","Full-Time","High School","Other","9","Unknown","Other","1",105,"Target.Yes",3,3
9037,"city_45",0.89,"Male","Yes","Full-Time","Graduate","STEM","6","50-99","Pvt Ltd","1",48,"Target.No",0,0
22344,"city_21",0.624,"Male","No","Full-Time","High School","Other","<1","Unknown","Other","never",61,"Target.Yes",3,3
7039,"city_16",0.91,"Male","Yes","No","Graduate","STEM",">20","Unknown","Other","2",79,"Target.No",2,2
17261,"city_16",0.91,"Male","Yes","No","Masters","STEM","8","1000-4999","Pvt Ltd","1",14,"Target.No",0,0
30223,"city_83",0.923,"Missing","Yes","No","Graduate","STEM","5","10000+","Pvt Ltd","2",17,"Target.No",1,1
25738,"city_114",0.926,"Male","Yes","No","Graduate","STEM","7","100-500","Pvt Ltd","3",11,"Target.Yes",0,0
28120,"city_16",0.91,"Missing","Yes","No","High School","Other","19","100-500","Pvt Ltd","2",20,"Target.No",2,2
30074,"city_46",0.762,"Male","No","Full-Time","High School","Other","8","Unknown","Other","1",36,"Target.No",3,3
18763,"city_57",0.866,"Male","Yes","No","Graduate","STEM","13","Unknown","Other","1",46,"Target.Yes",2,2
26851,"city_103",0.92,"Male","Yes","No","Masters","STEM","12","10000+","Pvt Ltd","2",36,"Target.No",0,0
28114,"city_16",0.91,"Male","Yes","No","Graduate","STEM","10","5000-9999","Pvt Ltd","1",40,"Target.No",0,0
13886,"city_160",0.92,"Male","Yes","No","Graduate","Other","3","10-49","Early Stage Startup","1",30,"Target.No",0,0
18399,"city_64",0.666,"Male","Yes","No","Graduate","STEM","8","10-49","Pvt Ltd","1",96,"Target.No",0,0
32405,"city_103",0.92,"Male","No","Full-Time","Graduate","Other","2","Unknown","Other","1",72,"Target.No",2,2
21448,"city_21",0.624,"Male","Yes","No","Graduate","STEM","7","Unknown","Other","never",84,"Target.Yes",2,2
1225,"city_10",0.895,"Male","No","No","High School","Other","7","Unknown","Other","4",32,"Target.No",3,3
32884,"city_19",0.682,"Male","No","Full-Time","Graduate","STEM","<1","Unknown","Other","1",21,"Target.Yes",2,2
26485,"city_103",0.92,"Missing","No","No","Primary School","Other","6","Unknown","Other","1",34,"Target.No",4,4
1728,"city_16",0.91,"Male","No","Full-Time","High School","Other","5","Unknown","Other","1",44,"Target.No",3,3
6828,"city_21",0.624,"Male","Yes","Full-Time","Masters","STEM","9","50-99","Pvt Ltd","1",60,"Target.Yes",0,0
11714,"city_100",0.887,"Missing","No","Full-Time","Graduate","STEM","6","Unknown","Other","never",42,"Target.Yes",3,3
7907,"city_21",0.624,"Missing","Yes","No","Graduate","STEM",">20","Unknown","Funded Startup","1",27,"Target.No",4,4
12175,"city_61",0.913,"Male","No","Full-Time","Graduate","STEM","1","Unknown","Other","never",30,"Target.Yes",2,2
13691,"city_30",0.698,"Male","Yes","No","Graduate","STEM",">20","<10","Pvt Ltd","1",26,"Target.No",0,0
26702,"city_114",0.926,"Other","Yes","No","Graduate","STEM","16","100-500","Funded Startup","1",86,"Target.No",0,0
16070,"city_114",0.926,"Male","Yes","No","High School","Other","19","50-99","Pvt Ltd",">4",163,"Target.No",1,1
3179,"city_73",0.754,"Female","Yes","Full-Time","Masters","STEM","15","100-500","Other","2",32,"Target.No",1,1
24326,"city_138",0.836,"Male","Yes","No","Graduate","STEM",">20","50-99","Pvt Ltd",">4",24,"Target.No",0,0
1720,"city_115",0.789,"Male","No","Full-Time","Graduate","STEM","1","100-500","NGO","1",35,"Target.No",0,0
23811,"city_114",0.926,"Male","No","No","Graduate","Other","11","Unknown","Other","1",17,"Target.Yes",2,2
29177,"city_114",0.926,"Other","No","Part-Time","High School","Other","2","10-49","Public Sector","2",13,"Target.No",1,1
28038,"city_61",0.913,"Missing","Yes","No","Graduate","STEM","7","10000+","Pvt Ltd","2",18,"Target.No",1,1
309,"city_103",0.92,"Missing","No","Full-Time","Masters","STEM","5","Unknown","Other","3",26,"Target.Yes",3,3
24498,"city_21",0.624,"Male","No","No","Graduate","STEM","3","10000+","Pvt Ltd","1",8,"Target.Yes",0,0
